Mean,Color,Period,Period_fit,Amplitude,Std,Autocorrelatio_ length,Beyond1Std,FluxPercentileRatioMid20,Meanvariance,MedianAbsDev,Rcs,Skew,SmallKurtosis
-4.556308642,-0.122819313,0.186990645,0.497062908,0.44075,0.211856458,0.124121,0.192239859,0.097791798,-0.04649739,0.0845,0.038496108,-0.406193445,8.32999168
-3.860051937,-0.142652533,0.04824337,0.5308803,0.65675,0.313402758,0.114213,0.213908451,0.109452736,-0.081191332,0.144,0.042654657,-0.70041295,4.438727048
-3.530415761,0.115409351,0.120765874,0.573216834,0.801,0.379549784,0.109699,0.22192029,0.10882605,-0.107508523,0.176,0.038908985,-0.506851175,5.288362716
-3.771549149,-0.001820926,0.290908961,0.006350311,0.75975,0.336185814,0.124121,0.213610586,0.096135721,-0.089137328,0.1475,0.044649882,-0.700551202,5.01469199
-5.238984746,0.445816133,0.075302423,0.107129954,0.255,0.120266222,0.107557,0.157627119,0.102167183,-0.022956017,0.0445,0.033920617,-1.859317403,12.35849609
-4.784169039,0.323056076,0.049575278,0.272984136,0.49075,0.227999348,0.115613,0.193060498,0.105263158,-0.047657043,0.096,0.045219009,-0.768853324,6.623851406
-4.864903139,-0.220413777,0.160329529,0.215766732,0.308,0.15362937,0.125717,0.172197309,0.086474501,-0.031579122,0.059,0.038851017,-1.103683626,12.83697002
-4.735601041,-0.322737677,0.055952945,0.428844617,0.3805,0.188281456,0.11765,0.183000867,0.093235832,-0.039758724,0.073,0.03955258,-1.169798859,9.051071615
-3.454599465,-0.656770113,0.279729279,0.806185773,0.948,0.428257075,0.115567,0.228367529,0.112244898,-0.123967215,0.205,0.04231608,-0.503838226,3.951243938
-4.979592593,0.379548745,0.052710652,0.051339054,0.27175,0.123246665,0.123114,0.189594356,0.087281796,-0.024750351,0.0465,0.029949387,-0.371318276,4.618261453
-5.416458226,0.50937185,0.997197502,2.96E-31,0.32975,0.15778938,0.115567,0.22997416,0.116141732,-0.029131468,0.076,0.068676879,0.30390347,2.879111725
-3.788389622,0.221766583,0.054849854,0.198903214,0.674,0.311689992,0.114213,0.213720317,0.110526316,-0.082275062,0.143,0.059335193,-0.622932849,4.979240965
-4.977129973,0.278036958,355.1869121,0.144906166,0.37025,0.177216103,0.125717,0.200707339,0.096774194,-0.035606083,0.076,0.055267085,-1.217352643,5.358853301
-5.935232975,0.654428907,0.166082034,0.823350519,0.1145,0.060135923,0.124121,0.178315412,0.096969697,-0.010132024,0.025,0.045594298,-0.652887328,17.09405691
-4.849255245,-0.098059202,1.270892881,0.49273575,0.30775,0.155056254,0.123091,0.192307692,0.112831858,-0.031975272,0.068,0.069383726,0.296033743,6.823520686
-4.428682969,-0.399166303,0.665461779,0.332806738,0.46,0.228100728,0.11765,0.207860262,0.127379209,-0.051505319,0.115,0.058707136,-0.783819665,4.611203873
-5.399803404,0.501881267,0.283960278,0.518342677,0.196,0.089224763,0.107118,0.213617021,0.115942029,-0.016523706,0.039,0.043001832,-0.108285663,4.365829484
-5.000812715,-0.135685635,0.997258373,8.28E-14,0.38525,0.186190018,0.117778,0.198453608,0.106542056,-0.037231952,0.078,0.05610947,-1.02720109,6.556805605
-5.248593934,0.380487032,1.223568504,0.242493123,0.2675,0.126517905,0.106054,0.200505476,0.096202532,-0.024105104,0.056,0.054606011,0.01052341,5.232955211
-4.24948821,-0.195910598,0.997197502,0.014600813,0.6685,0.318950925,0.11765,0.202620087,0.105708245,-0.075056315,0.146,0.059942762,-1.537146631,6.003005907
-3.744325411,0.086319177,0.073040978,0.554082877,0.7035,0.332438949,0.128009,0.228519196,0.114889706,-0.088784737,0.1635,0.047534619,-0.699408372,2.947860421
-3.434189139,-0.317588807,0.062176946,0.193214971,0.9065,0.412995883,0.125683,0.237827715,0.116422513,-0.120260086,0.193,0.035382095,-0.206133635,3.604549297
-3.70494978,0.23177522,0.997129555,0.004939257,0.84275,0.379289029,0.115567,0.210572687,0.092169657,-0.102373595,0.172,0.063262256,-0.727248173,3.590119134
-4.566570943,-0.594329302,0.065566058,0.743353353,0.49575,0.234575457,0.107557,0.2115548,0.117563739,-0.051367965,0.113,0.044703487,0.085274936,5.565851499
-3.649159218,0.173424507,0.997203514,0.021883729,0.9575,0.455561544,0.109699,0.230912477,0.10776767,-0.124840139,0.218,0.038393736,-0.896376742,4.256319373
-3.244720841,0.020422971,0.122990595,0.922193591,1.04775,0.492213093,0.117778,0.240917782,0.107098381,-0.151696592,0.245,0.038169514,-0.258955997,3.156758861
-3.593126095,-0.296696637,0.997136637,0.000126331,0.9435,0.472455939,0.107118,0.272329247,0.137483787,-0.131488828,0.2685,0.039148132,-0.423681474,1.358340025
-3.40595521,-0.062452026,0.104455372,0.052760268,0.918,0.450056705,0.117778,0.265082267,0.119565217,-0.132138175,0.2385,0.076569292,-0.673466606,2.69049496
-5.088691968,0.317072272,0.977100565,0.362451958,0.27975,0.136128831,0.125683,0.20917917,0.11002445,-0.026751242,0.06,0.043247017,-0.03582772,5.631684366
-4.859773852,-0.375320475,0.120911492,0.330486242,0.35725,0.177755992,0.126007,0.21024735,0.112810707,-0.036577009,0.083,0.038347201,0.149067566,5.7834502
-5.574470228,0.378458675,0.997253416,4.75E-05,0.2175,0.099427118,0.123739,0.19089317,0.098939929,-0.017836155,0.042,0.058568635,-0.045575477,6.049169678
-4.495611492,-0.017357848,0.997319252,0.006721522,0.4725,0.221522587,0.107118,0.19296741,0.107544141,-0.049275296,0.0955,0.050606772,-0.549561373,6.762068636
-4.926002691,-0.265870645,352.8109149,0.292163052,0.2865,0.138345272,0.124121,0.211659193,0.105263158,-0.028084693,0.06,0.069567445,0.028854839,7.346277431
-3.45119889,0.026131831,29.54244237,0.133380103,0.903,0.419691442,0.109699,0.246993525,0.119309262,-0.121607434,0.213,0.045811795,-0.223580523,2.723563419
-4.349735783,-0.074945768,0.997319252,0.000923245,0.578,0.266037996,0.114213,0.199475066,0.086513995,-0.061161875,0.099,0.036468454,-0.160244689,6.711165324
-4.464064663,0.136218698,0.99728028,9.08E-13,0.60425,0.292971695,0.128577,0.225865209,0.104008667,-0.065628909,0.1415,0.050600079,-0.939834083,3.970028389
-3.715003524,0.165214577,0.070029091,0.068665107,0.761,0.349795396,0.106701,0.237004405,0.091695502,-0.094157487,0.156,0.027745091,-0.489939618,3.153147002
-3.654053135,-0.575209002,0.076476475,0.719258793,1.0375,0.461745021,0.128322,0.256110521,0.10991234,-0.126365163,0.221,0.040743055,-0.584957634,2.943387858
-3.794095745,0.30232908,0.332396806,0.3702327,0.9415,0.419423379,0.126007,0.218568665,0.093057607,-0.110546335,0.181,0.04849435,-0.084437219,3.394458226
-3.459816969,0.038914124,0.062887943,0.369229528,0.875,0.391260897,0.128322,0.219256435,0.103161398,-0.113087166,0.175,0.0367874,-0.728300059,4.776697698
-3.418087954,0.074741699,0.355849033,0.347009268,0.907,0.409005745,0.124121,0.231357553,0.104863222,-0.119659222,0.1855,0.036803651,-0.061732985,2.814872367
-5.377309966,-0.465852412,0.113579768,0.670712303,0.22,0.101510714,0.106054,0.182432432,0.09375,-0.018877601,0.039,0.028685589,-0.732120971,10.10116116
-4.161162186,-0.298145289,94.43369421,0.449577999,0.912,0.405633329,0.115613,0.206989247,0.097637795,-0.097480778,0.1795,0.038554052,-1.499613154,5.182356624
-3.959606061,-0.415383304,1.000196102,0.869263996,0.7135,0.343099573,0.125683,0.241532977,0.116920152,-0.086649926,0.18,0.067216984,-0.689928915,3.902852468
-4.012647442,-0.109777226,0.145227162,0.946918047,0.537,0.253282395,0.128322,0.225116279,0.107512953,-0.063121019,0.125,0.021775438,-0.145291432,4.481661953
-5.794760389,0.468510142,0.350959796,0.059172168,0.1525,0.079472588,0.127303,0.202475685,0.1,-0.01371456,0.036,0.045079142,0.091569222,13.66947054
-4.084383598,-0.265703659,0.130888314,0.24250896,0.598,0.288933208,0.11765,0.208112875,0.099778271,-0.070740958,0.1295,0.047187091,-0.69058988,6.066879044
-5.191237368,-0.176167637,0.08973406,0.602011401,0.21325,0.098666777,0.124121,0.177438308,0.119453925,-0.019006408,0.045,0.049452618,0.173115274,8.207967572
-3.945838622,-0.122555574,0.119736364,0.638579425,0.6255,0.284674979,0.128322,0.219401632,0.084745763,-0.072145621,0.125,0.028848269,-0.440156731,3.429579057
-4.71502053,-0.46557016,0.465515134,0.244735855,0.39775,0.180403515,0.107118,0.213002566,0.098920863,-0.038261448,0.082,0.043686926,-0.352569842,4.545716821
-3.632443726,0.092278217,1.035032021,0.454066514,0.82525,0.354337731,0.139375,0.210866753,0.101333333,-0.09754803,0.168,0.043994365,-0.654706919,3.829465795
-4.099068681,-0.148177234,0.206565401,0.11941375,0.5695,0.269899102,0.127303,0.1996337,0.108176101,-0.065844006,0.122,0.036306235,-0.875335866,6.593600035
-4.941181056,-0.250902485,0.997075781,0.001797,0.495,0.243859408,0.106458,0.244761106,0.126302083,-0.049352453,0.124,0.079554627,-0.004400086,2.224924448
-4.08859292,0.344317527,0.092666075,0.788626046,0.5905,0.25971523,0.116261,0.213274336,0.103990326,-0.06352191,0.122,0.051996202,-0.841698631,4.184780751
-3.927099379,-0.024921274,0.057857872,0.133231859,0.86025,0.394123354,0.138472,0.204968944,0.093648208,-0.100359913,0.1885,0.041507328,-1.124489813,5.050302233
-7.077977947,-0.503274935,1.339654503,1.40E-20,0.059,0.029387116,0.213402,0.25360475,0.133333333,-0.004151908,0.016,0.068469675,0.393783095,2.78007787
-4.154592035,-0.00551734,0.069737633,0.105778974,0.52325,0.254876946,0.11765,0.210619469,0.101376721,-0.061348249,0.1155,0.064182891,-0.678129515,5.442907574
-4.247354093,0.007127552,1.000120638,0.018970674,0.76825,0.383599135,0.114213,0.172597865,0.103231598,-0.090314847,0.1575,0.050626455,-1.83705802,6.592032138
-5.38405662,0.520131159,0.997254859,5.41E-36,0.3945,0.179503058,0.116261,0.207317073,0.106343284,-0.033339742,0.081,0.051475036,-0.110494157,4.469334683
-4.428926794,0.201643454,0.079723839,0.676605149,0.39975,0.192943761,0.123114,0.203513909,0.104316547,-0.04356445,0.082,0.063356343,-0.918169851,7.566794105
-6.312994167,-0.545266246,0.997254859,1.27E-20,0.1245,0.063372884,0.106701,0.2275,0.14673913,-0.010038483,0.034,0.06262153,0.197799391,4.247212826
-5.233601277,0.281769273,0.997218059,0.000257515,0.25175,0.13295587,0.127303,0.156934307,0.095505618,-0.02540428,0.046,0.047372955,-1.877345973,16.14141945
-4.091840693,-0.322240995,0.077933143,0.74893029,0.5645,0.267263128,0.109699,0.20952381,0.11686747,-0.065316113,0.125,0.039959713,-0.419002816,4.831773316
-3.342126143,-0.004744667,0.332719459,0.166367763,0.94525,0.431141481,0.115613,0.253199269,0.123755334,-0.129002157,0.218,0.047237727,0.080547961,1.813235519
-3.368427103,0.162628798,0.106599839,0.518815622,0.905,0.442968056,0.127303,0.214953271,0.117424242,-0.131505906,0.202,0.035415571,-0.856288076,5.449864778
-4.176496226,-0.339767102,0.106827415,0.655557214,0.629,0.296224534,0.13647,0.254716981,0.125918153,-0.070926566,0.1585,0.056290791,-0.691948382,2.77500101
-5.313935648,0.326786254,0.712880685,0.137183819,0.2,0.091317514,0.107557,0.196443692,0.098976109,-0.017184535,0.041,0.058361029,-0.144371025,5.962413983
-5.09801866,0.441112581,0.151472687,0.879145233,0.25475,0.127507746,0.107118,0.202714165,0.107329843,-0.025011236,0.057,0.03055147,-0.480810419,8.799776191
-4.19972688,-0.077312723,0.1429479,0.860855831,0.541,0.259791639,0.107557,0.19792567,0.110828025,-0.061859175,0.116,0.043013894,-0.800748638,6.195522218
-3.970576522,-0.135573541,0.0475277,0.642564764,0.6145,0.302635443,0.107118,0.193913043,0.099228225,-0.076219522,0.125,0.056000855,-0.893005582,9.210046016
-5.609146744,0.140435075,0.997319252,0.056051106,0.2235,0.10668522,0.104271,0.220115416,0.114942529,-0.019019866,0.056,0.044631889,-0.437052123,3.312893634
-5.88375812,0.510989326,0.997258373,6.26E-05,0.13825,0.063718401,0.115567,0.2,0.105263158,-0.010829541,0.027,0.046150022,-0.043917631,5.421365817
-3.356219338,0.049317248,0.116515795,0.744146509,0.9325,0.445390637,0.107118,0.230975828,0.100898411,-0.132706058,0.208,0.03469712,-0.373461469,3.558077836
-4.915102609,-0.518015983,0.221149414,0.555365856,0.33,0.154377814,0.123091,0.197391304,0.103238866,-0.031408869,0.069,0.044956801,0.307575253,4.755380929
-6.404400866,0.463594461,5327.803682,6.26E-10,0.1385,0.067268046,0.123739,0.199134199,0.119402985,-0.01050341,0.032,0.103386604,1.113893091,6.986776663
-3.70579021,-0.040785725,0.07096355,0.346366034,0.823,0.383453993,0.109699,0.248251748,0.110288066,-0.103474285,0.1755,0.047054069,-0.786320185,4.824332672
-3.345644013,0.176585522,0.062633829,0.269688227,0.9525,0.434580797,0.142107,0.225458468,0.10496046,-0.129894512,0.203,0.058396358,-0.704214213,3.393939813
-3.323043925,0.125081266,14.78464172,0.971707573,0.9245,0.425207251,0.121389,0.254205607,0.109636872,-0.127957156,0.207,0.022679695,-0.153687682,2.319992569
-3.925946134,-0.374684524,0.078586103,0.618604338,0.714,0.321368358,0.109699,0.231103388,0.085768143,-0.081857557,0.134,0.040982473,-0.288954347,3.228814506
-4.889597056,0.246500903,0.055523596,0.575219756,0.3585,0.177774191,0.128577,0.164673413,0.094262295,-0.036357636,0.067,0.059949325,0.126921141,12.20810504
-5.379304641,-0.367776421,5.263746504,0.108304944,0.2065,0.103062666,0.106458,0.193248945,0.098684211,-0.019159106,0.045,0.050011749,-0.75875614,8.991124197
-4.760920918,0.412270174,0.997197502,6.22E-06,0.47325,0.232038771,0.106458,0.192176871,0.102453102,-0.048738212,0.094,0.063416432,-0.835523079,7.355739655
-3.545811949,0.448771922,0.997253416,7.03E-07,0.9655,0.454111827,0.123739,0.244857982,0.109428768,-0.128069913,0.212,0.047062129,-0.494023839,2.764985522
-4.890574656,0.339976931,0.061174198,0.127901329,0.35575,0.169398174,0.135474,0.172888016,0.1,-0.034637683,0.068,0.064571518,0.19654412,8.544546736
-4.333901268,-0.320674822,0.135699886,0.823097987,0.4575,0.208281756,0.127303,0.20923913,0.105678233,-0.048058722,0.0915,0.030467593,-0.364769352,5.596813893
-3.080591085,0.093316411,29.5426522,0.000569002,1.193,0.529089097,0.126007,0.254844961,0.119818285,-0.171749214,0.271,0.039043804,-0.28360383,2.254913459
-6.185297491,-0.441158781,0.997155845,0.00024992,0.1245,0.059465746,0.127303,0.20609319,0.116959064,-0.009614048,0.028,0.058692795,-0.978969061,6.816965964
-4.186904927,0.044329426,0.120084597,0.131921389,0.5375,0.246661315,0.109699,0.212618842,0.098089172,-0.058912566,0.106,0.054256239,-1.072495388,5.199643562
-4.736038128,-0.275477188,0.332432986,0.663629468,0.3445,0.165447092,0.109699,0.18457539,0.111111111,-0.034933649,0.0685,0.039358542,-1.266161605,8.857464111
-5.070792899,0.106401906,355.154058,6.44E-05,0.263,0.137366938,0.107557,0.201183432,0.114795918,-0.027089834,0.065,0.050930804,-0.134632472,7.881233178
-3.497465403,0.084893529,0.055474648,0.335689415,0.8125,0.394622959,0.128009,0.22464455,0.116372392,-0.112831126,0.182,0.042698584,-0.244168212,4.225271646
-3.471823473,0.412935843,0.192210933,0.198143665,1.07625,0.480837235,0.125717,0.222328244,0.092946605,-0.138497029,0.1965,0.059338578,-1.075842375,5.827479055
-5.850046075,-0.038350935,0.047864709,0.640019835,0.126,0.063249368,0.107118,0.191979522,0.111111111,-0.010811773,0.0275,0.04858128,-1.059420821,9.970540379
-5.070455771,0.235444949,363.0463704,0.008928943,0.313,0.154349095,0.106458,0.179443976,0.109375,-0.030440872,0.063,0.041623118,-1.17661778,7.145745029
-5.872413735,0.278465227,355.154058,0.001969319,0.1455,0.07264047,0.106701,0.168341709,0.105527638,-0.012369781,0.031,0.034466058,-0.755627531,11.21663598
-5.090696429,0.365122402,0.499328477,0.000201913,0.24975,0.12246847,0.106458,0.200680272,0.115281501,-0.024057311,0.055,0.067786706,-0.836243985,5.979258565
-5.29167517,-0.174375316,0.997319252,1.68E-05,0.2395,0.113657567,0.106458,0.18792517,0.109792285,-0.021478561,0.048,0.06265755,-0.570421134,7.508264239
-4.86645678,0.269278769,0.087766795,0.489093791,0.3005,0.143146034,0.114213,0.193220339,0.096470588,-0.029414837,0.063,0.032095004,-1.12635824,8.496140201
-3.416156364,-0.012907133,0.285135661,0.306468539,0.8785,0.427686475,0.115567,0.224545455,0.108630952,-0.125195228,0.2,0.047573886,-0.449607676,3.878453943
-5.385117755,-0.322356256,0.08457413,0.343766961,0.2135,0.110690136,0.127303,0.160073597,0.104529617,-0.020554822,0.041,0.053168756,-0.51321889,15.64404084
-5.002192718,-0.180281427,0.997342509,1.74E-08,0.36075,0.173122738,0.126007,0.211367673,0.106589147,-0.03460937,0.073,0.061721655,-0.10710556,6.331239844
-4.741639286,-0.194597619,0.276468524,0.520288867,0.3325,0.162073287,0.123091,0.183928571,0.107368421,-0.034180855,0.0665,0.046834503,0.008342754,6.905270605
-4.319287796,-0.207981108,368.8215783,0.692257242,0.50825,0.248099191,0.126007,0.22859745,0.122972973,-0.057439838,0.1135,0.042384569,-0.120040035,4.986099807
-5.238151754,0.518015893,0.997197502,2.41E-07,0.448,0.205848255,0.123091,0.202631579,0.098159509,-0.039297879,0.0905,0.061984321,0.058179894,5.070350264
-4.182901695,-0.192808672,0.200005958,0.561460805,0.5665,0.286812303,0.106701,0.230508475,0.119075145,-0.068567785,0.141,0.065846174,-0.486756472,5.086451522
-4.933473064,-0.102009545,0.260888307,0.5471382,0.3575,0.164645625,0.109664,0.191077441,0.116326531,-0.033373168,0.074,0.025901477,-0.582027919,7.646990272
-3.718475442,-0.067101866,0.498811317,0.798850253,0.85925,0.424127054,0.13301,0.233791749,0.10082769,-0.114059394,0.183,0.054446996,-0.704588078,5.7384916
-3.2976,-0.003732042,0.374889435,0.200554715,0.9205,0.430106325,0.142107,0.232967033,0.097661623,-0.130430108,0.208,0.046058634,-0.541707676,3.086172414
-4.201698712,-0.277357972,0.067897208,0.514907059,0.55625,0.261238088,0.106054,0.203433476,0.105063291,-0.062174398,0.105,0.038967327,-0.264405513,6.851354943
-3.490294889,-0.047921581,0.997078271,1.27E-12,1.385,0.692840858,0.256018,0.263433814,0.14292365,-0.198504963,0.357,0.14522856,0.493170665,2.336533432
-3.348528037,0.24791913,0.083796396,0.201376102,1.093,0.512062106,0.114213,0.235514019,0.118613139,-0.152921553,0.261,0.04068321,-0.48107828,2.619335534
-4.632398577,0.087945363,0.232821698,0.217382479,0.43775,0.201331015,0.123114,0.206405694,0.101010101,-0.043461505,0.087,0.050490026,-0.466030858,5.642016159
-3.997435233,-0.674762422,0.047643574,0.069950383,0.598,0.277933241,0.109664,0.223661485,0.118181818,-0.069527891,0.1335,0.041076246,-0.774476006,3.834039545
-3.842256769,-0.262011486,0.089660457,0.865039533,0.6635,0.32244872,0.128009,0.204481793,0.092555332,-0.0839217,0.133,0.039988317,-0.657934755,5.369901267
-2.492064382,0.237085211,1.035106549,0.000128095,1.70525,0.793216275,0.123681,0.30529595,0.113609926,-0.318296863,0.455,0.070308208,-0.534114779,1.241350338
-5.846521421,0.315446664,0.0699355,0.093182756,0.133,0.061480063,0.125683,0.194357367,0.120218579,-0.010515665,0.029,0.038318183,0.371782707,6.538266218
-3.339144252,-0.169496802,0.997218059,1.54E-05,1.30075,0.622529697,0.142107,0.246203905,0.131709742,-0.186433903,0.3305,0.081005988,0.36548925,1.471541578
-3.573157509,0.356621141,355.1528065,1.89E-05,0.88075,0.420485955,0.125717,0.249084249,0.120178042,-0.117679099,0.242,0.062250407,-0.529696142,1.918616661
-3.460579588,-0.051696677,352.8109149,0.017902742,0.851,0.398615629,0.127303,0.233146067,0.108087092,-0.115187534,0.192,0.055916269,-0.593457362,3.040623575
-3.817364209,-0.187489596,0.154799067,0.29389068,0.6135,0.289485819,0.123091,0.224820144,0.10748156,-0.075833953,0.145,0.049780768,-0.425228272,3.455784307
-3.188454647,-0.215288503,0.117061231,0.938624628,1.134,0.51267907,0.13647,0.262038074,0.099404762,-0.160792336,0.242,0.051628686,-0.245351951,3.328976605
-4.147361538,0.40633477,0.170894122,0.458400937,0.604,0.278574089,0.128322,0.197435897,0.089049338,-0.067168991,0.112,0.039427009,-1.354454338,6.722102987
-3.441353783,-0.151855849,0.658977671,0.083701291,0.92625,0.440159526,0.124121,0.259713701,0.110740494,-0.127903016,0.201,0.08135681,-0.253192058,2.854793905
-5.690364695,-0.218693151,0.99728028,0.438936719,0.1755,0.092775505,0.127303,0.225806452,0.124528302,-0.016303965,0.046,0.045563771,-1.249688401,13.06207084
-5.842806187,0.438576571,0.99690707,0.029450783,0.133,0.061269388,0.128322,0.208371247,0.10106383,-0.010486295,0.027,0.065301863,0.0240833,4.055260429
-3.124181132,0.022914479,29.53201075,0.00494986,1.134,0.511814277,0.115613,0.25,0.109605186,-0.163823497,0.237,0.028544544,-0.259581478,2.165572178
-5.436158772,0.313667315,0.099988549,0.864669224,0.201,0.093446759,0.121389,0.195614035,0.095070423,-0.017189851,0.037,0.032549721,0.24277211,5.434953735
-4.27154433,-0.323719227,0.112561222,0.995428158,0.46925,0.210964639,0.115613,0.224742268,0.106870229,-0.049388376,0.094,0.058653873,0.154649477,4.533896491
-3.365498896,-0.053164835,0.319016022,0.587617401,0.8545,0.406108592,0.115613,0.227373068,0.105730428,-0.12066817,0.184,0.061922885,-0.307901101,4.066309245
-3.974220601,-0.028760424,0.058456138,0.223085601,0.68875,0.315968554,0.107118,0.224034335,0.119796954,-0.079504533,0.149,0.046068199,-0.4484135,4.85775417
-4.299388164,-0.162048401,0.058524195,0.448849519,0.4635,0.222199866,0.107118,0.221932115,0.112244898,-0.051681741,0.103,0.034085177,-0.3584901,5.648024637
-5.25030834,-0.067673533,0.383833063,0.077542301,0.36,0.17014219,0.107118,0.176074136,0.097308489,-0.032406133,0.069,0.039453041,-1.623244861,8.024058256
-4.227270485,0.22664177,0.997254859,0.002784206,0.4945,0.224296386,0.124121,0.21938326,0.100968188,-0.053059388,0.105,0.05024373,-0.201131273,3.163249745
-6.574422689,-0.346718723,0.997258373,4.00E-17,0.084,0.044058693,0.106458,0.208403361,0.124031008,-0.00670153,0.022,0.053567364,0.655377917,7.422234242
-4.410288527,-0.281410228,0.130820188,0.544485544,0.4235,0.204030341,0.109664,0.184075342,0.094915254,-0.046262357,0.0835,0.039033662,-1.234293386,8.182146196
-5.292819495,0.52492707,1.270594386,0.896929582,0.235,0.110244641,0.123739,0.194043321,0.110410095,-0.020829095,0.049,0.047172815,0.153881737,8.079423582
-6.157451499,-0.255110735,3995.852761,1.97E-16,0.116,0.059671565,0.125683,0.223985891,0.131868132,-0.009690952,0.029,0.146698443,0.499642899,4.631018122
-5.424087031,-0.3841596,0.114771867,0.163804567,0.19175,0.08707256,0.107118,0.180887372,0.099630996,-0.016052943,0.036,0.048298033,-0.19535857,7.10182235
-5.205623457,0.301195878,0.167485262,0.638104052,0.2585,0.127650918,0.126007,0.189594356,0.110810811,-0.024521735,0.0555,0.047906068,-1.556033431,9.718520193
-3.257028017,-0.272473413,0.733262643,0.369699005,1.125,0.50496031,0.126007,0.234913793,0.124282983,-0.155037141,0.246,0.060683763,-0.597493222,3.337171015
-3.210670936,0.239885154,0.065523425,0.672961017,1.18725,0.558229935,0.127303,0.270935961,0.105800215,-0.173867066,0.292,0.046393179,-0.401309885,2.281917293
-4.969620961,0.078610418,0.498632204,0.000457237,0.6115,0.267226335,0.109664,0.182532751,0.069142125,-0.053771975,0.087,0.035941195,-0.977451789,8.467379452
-3.48095975,-0.220270582,0.101618388,0.413562975,0.8995,0.403290217,0.116261,0.23881932,0.111777944,-0.115856041,0.185,0.027230686,-0.667728827,2.908336409
-5.173225064,0.42028143,355.154058,1.71E-07,0.3005,0.145476014,0.107118,0.193520887,0.102870813,-0.028120952,0.061,0.057168196,-0.387163551,6.306480396
-3.654351017,-0.102554974,0.052439436,0.564661277,0.7705,0.373963515,0.109664,0.210433245,0.115732369,-0.10233377,0.165,0.033286339,-0.558229928,6.062972145
-2.94170424,0.126798815,371.7072336,0.42738719,1.181,0.556578181,0.13647,0.252326784,0.109973046,-0.189202631,0.27,0.056802917,-0.13627206,2.022920916
-3.620283675,-0.419383054,0.050808699,0.151532071,0.8615,0.424480071,0.107557,0.224799286,0.134004648,-0.1172505,0.217,0.057846847,-0.834033809,4.030829631
-4.723683348,-0.298619644,0.055322562,0.885455981,0.292,0.146427898,0.109699,0.206212252,0.102505695,-0.030998669,0.062,0.047087826,-0.730288803,7.765403116
-3.823753097,-0.15459821,0.109859048,0.564144362,0.69075,0.311300808,0.114213,0.233628319,0.108333333,-0.081412372,0.1505,0.032260272,-0.288976829,3.146410612
-3.755823425,0.005616817,0.997258373,1.57E-05,0.79125,0.36834652,0.115613,0.210292813,0.101724138,-0.098073439,0.173,0.058299797,-0.438675083,4.245470057
-4.331275375,-0.117281806,0.241993619,0.273142578,0.5965,0.271334855,0.123739,0.20917917,0.106308411,-0.062645487,0.12,0.040437818,-1.134048581,3.917041039
-4.778966606,-0.299067584,0.097582992,0.317529461,0.3675,0.161621365,0.128322,0.208483755,0.101832994,-0.033819312,0.0705,0.038001276,-0.223834477,4.575034545
-3.143382022,-0.008092824,0.997142627,0.063550387,1.359,0.639897631,0.109664,0.283146067,0.101190476,-0.203569794,0.32,0.04869358,-0.040177417,1.189105067
-4.770907549,0.315573501,0.776991777,0.178460084,0.46725,0.224196961,0.106701,0.205258694,0.113569322,-0.046992518,0.111,0.03382075,-0.069391489,4.685901601
-4.963512329,-0.206140454,0.061538032,0.909981793,0.2735,0.131063941,0.123739,0.192694064,0.109414758,-0.026405483,0.059,0.049300192,0.469220142,6.48936464
-6.050529163,0.494740516,355.1528065,0.00761533,0.122,0.059677343,0.109699,0.185967878,0.108433735,-0.009863161,0.025,0.061427671,-0.982946144,10.23627958
-4.566255102,0.444621865,1.965483445,0.184487893,0.4295,0.21145572,0.219328,0.198129252,0.110599078,-0.046308346,0.098,0.044724282,-0.961030929,6.35984672
-4.924068761,-0.188229165,0.089792018,0.927058742,0.375,0.174110281,0.106458,0.179117148,0.118895966,-0.035359027,0.075,0.030268376,-0.283907619,6.77542345
-5.912763113,0.344976272,0.110960014,0.157778489,0.136,0.065016344,0.107557,0.184433164,0.125,-0.010995932,0.0295,0.05909545,-0.20256739,6.990851391
-5.194579036,0.384838831,0.140299944,0.266612721,0.247,0.113396187,0.106054,0.183431953,0.102719033,-0.021829716,0.046,0.042717028,-0.976770174,7.878693628
-5.136302698,0.268288747,0.556990442,0.981485319,0.2935,0.144877439,0.107557,0.152613828,0.1,-0.028206562,0.05,0.034086911,-2.083616071,15.5229276
-5.992017056,0.466302366,0.061351483,0.832001473,0.113,0.054945613,0.125717,0.183123878,0.12,-0.009169802,0.025,0.061951066,-0.275567684,8.122130813
-3.577314066,-0.156117484,0.053116916,0.384051936,0.808,0.381900445,0.128322,0.216763006,0.100554236,-0.106756197,0.188,0.051912263,-0.886007058,3.580419263
-4.944407027,-0.018081235,0.077316656,0.255009423,0.30375,0.142295731,0.116261,0.18251928,0.116336634,-0.02877913,0.06,0.045043668,-0.496144866,7.874707604
-4.307961922,-0.356440255,0.051522992,0.898763205,0.521,0.242744691,0.128322,0.189483228,0.111898017,-0.056347919,0.112,0.041620027,-0.9902136,6.839855398
-4.787584973,-0.382586507,0.07406548,0.37964913,0.34,0.160270917,0.125683,0.207513417,0.103157895,-0.03347636,0.0645,0.044099934,-1.024384964,8.322628696
-5.613178209,0.388694829,0.358088829,0.31786295,0.1675,0.077769374,0.106701,0.188344595,0.108225108,-0.013854784,0.032,0.034750809,-0.600926587,8.160003934
